Age,Premium,Plan,PlanIndex,Gender
6,"1,363",智適簡自願醫療保險計劃,11,Male
7,"1,363",智適簡自願醫療保險計劃,11,Male
8,"1,363",智適簡自願醫療保險計劃,11,Male
9,"1,363",智適簡自願醫療保險計劃,11,Male
10,"1,363",智適簡自願醫療保險計劃,11,Male
11,"1,363",智適簡自願醫療保險計劃,11,Male
12,"1,363",智適簡自願醫療保險計劃,11,Male
13,"1,363",智適簡自願醫療保險計劃,11,Male
14,"1,363",智適簡自願醫療保險計劃,11,Male
15,"1,400",智適簡自願醫療保險計劃,11,Male
16,"1,471",智適簡自願醫療保險計劃,11,Male
17,"1,484",智適簡自願醫療保險計劃,11,Male
18,"1,492",智適簡自願醫療保險計劃,11,Male
19,"1,501",智適簡自願醫療保險計劃,11,Male
20,"1,566",智適簡自願醫療保險計劃,11,Male
21,"1,574",智適簡自願醫療保險計劃,11,Male
22,"1,606",智適簡自願醫療保險計劃,11,Male
23,"1,638",智適簡自願醫療保險計劃,11,Male
24,"1,693",智適簡自願醫療保險計劃,11,Male
25,"1,738",智適簡自願醫療保險計劃,11,Male
26,"1,782",智適簡自願醫療保險計劃,11,Male
27,"1,842",智適簡自願醫療保險計劃,11,Male
28,"1,886",智適簡自願醫療保險計劃,11,Male
29,"1,949",智適簡自願醫療保險計劃,11,Male
30,"1,993",智適簡自願醫療保險計劃,11,Male
31,"2,041",智適簡自願醫療保險計劃,11,Male
32,"2,087",智適簡自願醫療保險計劃,11,Male
33,"2,150",智適簡自願醫療保險計劃,11,Male
34,"2,230",智適簡自願醫療保險計劃,11,Male
35,"2,289",智適簡自願醫療保險計劃,11,Male
36,"2,326",智適簡自願醫療保險計劃,11,Male
37,"2,400",智適簡自願醫療保險計劃,11,Male
38,"2,471",智適簡自願醫療保險計劃,11,Male
39,"2,540",智適簡自願醫療保險計劃,11,Male
40,"2,643",智適簡自願醫療保險計劃,11,Male
41,"2,707",智適簡自願醫療保險計劃,11,Male
42,"2,829",智適簡自願醫療保險計劃,11,Male
43,"2,966",智適簡自願醫療保險計劃,11,Male
44,"3,120",智適簡自願醫療保險計劃,11,Male
45,"3,274",智適簡自願醫療保險計劃,11,Male
46,"3,428",智適簡自願醫療保險計劃,11,Male
47,"3,578",智適簡自願醫療保險計劃,11,Male
48,"3,755",智適簡自願醫療保險計劃,11,Male
49,"3,899",智適簡自願醫療保險計劃,11,Male
50,"4,104",智適簡自願醫療保險計劃,11,Male
51,"4,320",智適簡自願醫療保險計劃,11,Male
52,"4,544",智適簡自願醫療保險計劃,11,Male
53,"4,781",智適簡自願醫療保險計劃,11,Male
54,"5,028",智適簡自願醫療保險計劃,11,Male
55,"5,321",智適簡自願醫療保險計劃,11,Male
56,"5,557",智適簡自願醫療保險計劃,11,Male
57,"5,848",智適簡自願醫療保險計劃,11,Male
58,"6,142",智適簡自願醫療保險計劃,11,Male
59,"6,440",智適簡自願醫療保險計劃,11,Male
60,"6,736",智適簡自願醫療保險計劃,11,Male
61,"7,108",智適簡自願醫療保險計劃,11,Male
62,"7,491",智適簡自願醫療保險計劃,11,Male
63,"7,883",智適簡自願醫療保險計劃,11,Male
64,"8,374",智適簡自願醫療保險計劃,11,Male
65,"8,833",智適簡自願醫療保險計劃,11,Male
66,"9,322",智適簡自願醫療保險計劃,11,Male
67,"9,841",智適簡自願醫療保險計劃,11,Male
68,"10,385",智適簡自願醫療保險計劃,11,Male
69,"10,953",智適簡自願醫療保險計劃,11,Male
70,"11,532",智適簡自願醫療保險計劃,11,Male
71,"12,115",智適簡自願醫療保險計劃,11,Male
72,"12,702",智適簡自願醫療保險計劃,11,Male
73,"13,168",智適簡自願醫療保險計劃,11,Male
74,"13,568",智適簡自願醫療保險計劃,11,Male
75,"13,894",智適簡自願醫療保險計劃,11,Male
76,"14,263",智適簡自願醫療保險計劃,11,Male
77,"14,561",智適簡自願醫療保險計劃,11,Male
78,"14,815",智適簡自願醫療保險計劃,11,Male
79,"15,180",智適簡自願醫療保險計劃,11,Male
80,"15,744",智適簡自願醫療保險計劃,11,Male
81,"16,054",智適簡自願醫療保險計劃,11,Male
82,"16,357",智適簡自願醫療保險計劃,11,Male
83,"16,676",智適簡自願醫療保險計劃,11,Male
84,"16,995",智適簡自願醫療保險計劃,11,Male
85,"17,295",智適簡自願醫療保險計劃,11,Male
86,"17,592",智適簡自願醫療保險計劃,11,Male
87,"17,866",智適簡自願醫療保險計劃,11,Male
88,"18,164",智適簡自願醫療保險計劃,11,Male
89,"18,457",智適簡自願醫療保險計劃,11,Male
90,"18,753",智適簡自願醫療保險計劃,11,Male
91,"19,051",智適簡自願醫療保險計劃,11,Male
92,"19,360",智適簡自願醫療保險計劃,11,Male
93,"19,665",智適簡自願醫療保險計劃,11,Male
94,"19,983",智適簡自願醫療保險計劃,11,Male
95,"20,302",智適簡自願醫療保險計劃,11,Male
96,"20,604",智適簡自願醫療保險計劃,11,Male
97,"20,924",智適簡自願醫療保險計劃,11,Male
98,"21,249",智適簡自願醫療保險計劃,11,Male
99,"21,396",智適簡自願醫療保險計劃,11,Male
0,130,保泰自願醫保 - 標準計劃,12,Male
1,127,保泰自願醫保 - 標準計劃,12,Male
2,122,保泰自願醫保 - 標準計劃,12,Male
3,117,保泰自願醫保 - 標準計劃,12,Male
4,112,保泰自願醫保 - 標準計劃,12,Male
5,108,保泰自願醫保 - 標準計劃,12,Male
6,103,保泰自願醫保 - 標準計劃,12,Male
7,94,保泰自願醫保 - 標準計劃,12,Male
8,89,保泰自願醫保 - 標準計劃,12,Male
9,86,保泰自願醫保 - 標準計劃,12,Male
10,85,保泰自願醫保 - 標準計劃,12,Male
11,85,保泰自願醫保 - 標準計劃,12,Male
12,85,保泰自願醫保 - 標準計劃,12,Male
13,86,保泰自願醫保 - 標準計劃,12,Male
14,86,保泰自願醫保 - 標準計劃,12,Male
15,88,保泰自願醫保 - 標準計劃,12,Male
16,90,保泰自願醫保 - 標準計劃,12,Male
17,92,保泰自願醫保 - 標準計劃,12,Male
18,92,保泰自願醫保 - 標準計劃,12,Male
19,92,保泰自願醫保 - 標準計劃,12,Male
20,93,保泰自願醫保 - 標準計劃,12,Male
21,96,保泰自願醫保 - 標準計劃,12,Male
22,99,保泰自願醫保 - 標準計劃,12,Male
23,102,保泰自願醫保 - 標準計劃,12,Male
24,105,保泰自願醫保 - 標準計劃,12,Male
25,108,保泰自願醫保 - 標準計劃,12,Male
26,112,保泰自願醫保 - 標準計劃,12,Male
27,116,保泰自願醫保 - 標準計劃,12,Male
28,118,保泰自願醫保 - 標準計劃,12,Male
29,120,保泰自願醫保 - 標準計劃,12,Male
30,123,保泰自願醫保 - 標準計劃,12,Male
31,127,保泰自願醫保 - 標準計劃,12,Male
32,132,保泰自願醫保 - 標準計劃,12,Male
33,136,保泰自願醫保 - 標準計劃,12,Male
34,141,保泰自願醫保 - 標準計劃,12,Male
35,146,保泰自願醫保 - 標準計劃,12,Male
36,150,保泰自願醫保 - 標準計劃,12,Male
37,154,保泰自願醫保 - 標準計劃,12,Male
38,158,保泰自願醫保 - 標準計劃,12,Male
39,162,保泰自願醫保 - 標準計劃,12,Male
40,171,保泰自願醫保 - 標準計劃,12,Male
41,180,保泰自願醫保 - 標準計劃,12,Male
42,190,保泰自願醫保 - 標準計劃,12,Male
43,200,保泰自願醫保 - 標準計劃,12,Male
44,209,保泰自願醫保 - 標準計劃,12,Male
45,219,保泰自願醫保 - 標準計劃,12,Male
46,229,保泰自願醫保 - 標準計劃,12,Male
47,238,保泰自願醫保 - 標準計劃,12,Male
48,247,保泰自願醫保 - 標準計劃,12,Male
49,257,保泰自願醫保 - 標準計劃,12,Male
50,268,保泰自願醫保 - 標準計劃,12,Male
51,280,保泰自願醫保 - 標準計劃,12,Male
52,292,保泰自願醫保 - 標準計劃,12,Male
53,307,保泰自願醫保 - 標準計劃,12,Male
54,322,保泰自願醫保 - 標準計劃,12,Male
55,339,保泰自願醫保 - 標準計劃,12,Male
56,355,保泰自願醫保 - 標準計劃,12,Male
57,379,保泰自願醫保 - 標準計劃,12,Male
58,394,保泰自願醫保 - 標準計劃,12,Male
59,410,保泰自願醫保 - 標準計劃,12,Male
60,439,保泰自願醫保 - 標準計劃,12,Male
61,466,保泰自願醫保 - 標準計劃,12,Male
62,500,保泰自願醫保 - 標準計劃,12,Male
63,532,保泰自願醫保 - 標準計劃,12,Male
64,561,保泰自願醫保 - 標準計劃,12,Male
65,588,保泰自願醫保 - 標準計劃,12,Male
66,616,保泰自願醫保 - 標準計劃,12,Male
67,644,保泰自願醫保 - 標準計劃,12,Male
68,674,保泰自願醫保 - 標準計劃,12,Male
69,706,保泰自願醫保 - 標準計劃,12,Male
70,740,保泰自願醫保 - 標準計劃,12,Male
71,774,保泰自願醫保 - 標準計劃,12,Male
72,805,保泰自願醫保 - 標準計劃,12,Male
73,838,保泰自願醫保 - 標準計劃,12,Male
74,870,保泰自願醫保 - 標準計劃,12,Male
75,906,保泰自願醫保 - 標準計劃,12,Male
76,933,保泰自願醫保 - 標準計劃,12,Male
77,950,保泰自願醫保 - 標準計劃,12,Male
78,960,保泰自願醫保 - 標準計劃,12,Male
79,990,保泰自願醫保 - 標準計劃,12,Male
80,"1,009",保泰自願醫保 - 標準計劃,12,Male
81,"1,061",保泰自願醫保 - 標準計劃,12,Male
82,"1,102",保泰自願醫保 - 標準計劃,12,Male
83,"1,143",保泰自願醫保 - 標準計劃,12,Male
84,"1,184",保泰自願醫保 - 標準計劃,12,Male
85,"1,225",保泰自願醫保 - 標準計劃,12,Male
86,"1,225",保泰自願醫保 - 標準計劃,12,Male
87,"1,225",保泰自願醫保 - 標準計劃,12,Male
88,"1,225",保泰自願醫保 - 標準計劃,12,Male
89,"1,225",保泰自願醫保 - 標準計劃,12,Male
90,"1,225",保泰自願醫保 - 標準計劃,12,Male
91,"1,225",保泰自願醫保 - 標準計劃,12,Male
92,"1,225",保泰自願醫保 - 標準計劃,12,Male
93,"1,225",保泰自願醫保 - 標準計劃,12,Male
94,"1,225",保泰自願醫保 - 標準計劃,12,Male
95,"1,225",保泰自願醫保 - 標準計劃,12,Male
96,"1,225",保泰自願醫保 - 標準計劃,12,Male
97,"1,225",保泰自願醫保 - 標準計劃,12,Male
98,"1,225",保泰自願醫保 - 標準計劃,12,Male
99,"1,225",保泰自願醫保 - 標準計劃,12,Male
0,"3,396",保柏自願醫保計劃,13,Male
1,"3,396",保柏自願醫保計劃,13,Male
2,"3,396",保柏自願醫保計劃,13,Male
3,"3,396",保柏自願醫保計劃,13,Male
4,"3,396",保柏自願醫保計劃,13,Male
5,"2,404",保柏自願醫保計劃,13,Male
6,"2,404",保柏自願醫保計劃,13,Male
7,"2,404",保柏自願醫保計劃,13,Male
8,"2,404",保柏自願醫保計劃,13,Male
9,"2,404",保柏自願醫保計劃,13,Male
10,"2,404",保柏自願醫保計劃,13,Male
11,"2,404",保柏自願醫保計劃,13,Male
12,"2,404",保柏自願醫保計劃,13,Male
13,"2,404",保柏自願醫保計劃,13,Male
14,"2,404",保柏自願醫保計劃,13,Male
15,"2,404",保柏自願醫保計劃,13,Male
16,"2,404",保柏自願醫保計劃,13,Male
17,"2,404",保柏自願醫保計劃,13,Male
18,"1,783",保柏自願醫保計劃,13,Male
19,"1,814",保柏自願醫保計劃,13,Male
20,"1,850",保柏自願醫保計劃,13,Male
21,"1,887",保柏自願醫保計劃,13,Male
22,"1,925",保柏自願醫保計劃,13,Male
23,"1,983",保柏自願醫保計劃,13,Male
24,"2,022",保柏自願醫保計劃,13,Male
25,"2,063",保柏自願醫保計劃,13,Male
26,"2,104",保柏自願醫保計劃,13,Male
27,"2,146",保柏自願醫保計劃,13,Male
28,"2,232",保柏自願醫保計劃,13,Male
29,"2,321",保柏自願醫保計劃,13,Male
30,"2,342",保柏自願醫保計劃,13,Male
31,"2,359",保柏自願醫保計劃,13,Male
32,"2,503",保柏自願醫保計劃,13,Male
33,"2,617",保柏自願醫保計劃,13,Male
34,"2,749",保柏自願醫保計劃,13,Male
35,"2,934",保柏自願醫保計劃,13,Male
36,"3,077",保柏自願醫保計劃,13,Male
37,"3,223",保柏自願醫保計劃,13,Male
38,"3,374",保柏自願醫保計劃,13,Male
39,"3,531",保柏自願醫保計劃,13,Male
40,"4,103",保柏自願醫保計劃,13,Male
41,"4,289",保柏自願醫保計劃,13,Male
42,"4,484",保柏自願醫保計劃,13,Male
43,"4,687",保柏自願醫保計劃,13,Male
44,"4,900",保柏自願醫保計劃,13,Male
45,"5,124",保柏自願醫保計劃,13,Male
46,"5,359",保柏自願醫保計劃,13,Male
47,"5,607",保柏自願醫保計劃,13,Male
48,"5,868",保柏自願醫保計劃,13,Male
49,"6,143",保柏自願醫保計劃,13,Male
50,"6,434",保柏自願醫保計劃,13,Male
51,"6,740",保柏自願醫保計劃,13,Male
52,"7,063",保柏自願醫保計劃,13,Male
53,"7,402",保柏自願醫保計劃,13,Male
54,"7,759",保柏自願醫保計劃,13,Male
55,"8,133",保柏自願醫保計劃,13,Male
56,"8,524",保柏自願醫保計劃,13,Male
57,"8,932",保柏自願醫保計劃,13,Male
58,"9,356",保柏自願醫保計劃,13,Male
59,"9,796",保柏自願醫保計劃,13,Male
60,"10,250",保柏自願醫保計劃,13,Male
61,"10,719",保柏自願醫保計劃,13,Male
62,"11,199",保柏自願醫保計劃,13,Male
63,"11,689",保柏自願醫保計劃,13,Male
64,"12,186",保柏自願醫保計劃,13,Male
65,"12,689",保柏自願醫保計劃,13,Male
66,"13,195",保柏自願醫保計劃,13,Male
67,"13,699",保柏自願醫保計劃,13,Male
68,"14,198",保柏自願醫保計劃,13,Male
69,"14,688",保柏自願醫保計劃,13,Male
70,"15,165",保柏自願醫保計劃,13,Male
71,"15,623",保柏自願醫保計劃,13,Male
72,"16,056",保柏自願醫保計劃,13,Male
73,"16,459",保柏自願醫保計劃,13,Male
74,"16,825",保柏自願醫保計劃,13,Male
75,"17,147",保柏自願醫保計劃,13,Male
76,"17,416",保柏自願醫保計劃,13,Male
77,"17,626",保柏自願醫保計劃,13,Male
78,"17,766",保柏自願醫保計劃,13,Male
79,"17,827",保柏自願醫保計劃,13,Male
80,"17,917",保柏自願醫保計劃,13,Male
81,"17,917",保柏自願醫保計劃,13,Male
82,"17,917",保柏自願醫保計劃,13,Male
83,"17,917",保柏自願醫保計劃,13,Male
84,"17,917",保柏自願醫保計劃,13,Male
85,"17,917",保柏自願醫保計劃,13,Male
86,"17,917",保柏自願醫保計劃,13,Male
87,"17,917",保柏自願醫保計劃,13,Male
88,"17,917",保柏自願醫保計劃,13,Male
89,"17,917",保柏自願醫保計劃,13,Male
90,"17,917",保柏自願醫保計劃,13,Male
91,"17,917",保柏自願醫保計劃,13,Male
92,"17,917",保柏自願醫保計劃,13,Male
93,"17,917",保柏自願醫保計劃,13,Male
94,"17,917",保柏自願醫保計劃,13,Male
95,"17,917",保柏自願醫保計劃,13,Male
96,"17,917",保柏自願醫保計劃,13,Male
97,"17,917",保柏自願醫保計劃,13,Male
98,"17,917",保柏自願醫保計劃,13,Male
99,"17,917",保柏自願醫保計劃,13,Male
0,"2,650",衛您健康醫療保險計劃,14,Male
1,"2,650",衛您健康醫療保險計劃,14,Male
2,"2,650",衛您健康醫療保險計劃,14,Male
3,"2,650",衛您健康醫療保險計劃,14,Male
4,"2,650",衛您健康醫療保險計劃,14,Male
5,"2,650",衛您健康醫療保險計劃,14,Male
6,"1,450",衛您健康醫療保險計劃,14,Male
7,"1,450",衛您健康醫療保險計劃,14,Male
8,"1,450",衛您健康醫療保險計劃,14,Male
9,"1,450",衛您健康醫療保險計劃,14,Male
10,"1,450",衛您健康醫療保險計劃,14,Male
11,"1,450",衛您健康醫療保險計劃,14,Male
12,"1,450",衛您健康醫療保險計劃,14,Male
13,"1,450",衛您健康醫療保險計劃,14,Male
14,"1,450",衛您健康醫療保險計劃,14,Male
15,"1,450",衛您健康醫療保險計劃,14,Male
16,"1,450",衛您健康醫療保險計劃,14,Male
17,"1,450",衛您健康醫療保險計劃,14,Male
18,"1,404",衛您健康醫療保險計劃,14,Male
19,"1,431",衛您健康醫療保險計劃,14,Male
20,"1,460",衛您健康醫療保險計劃,14,Male
21,"1,486",衛您健康醫療保險計劃,14,Male
22,"1,515",衛您健康醫療保險計劃,14,Male
23,"1,555",衛您健康醫療保險計劃,14,Male
24,"1,597",衛您健康醫療保險計劃,14,Male
25,"1,682",衛您健康醫療保險計劃,14,Male
26,"1,762",衛您健康醫療保險計劃,14,Male
27,"1,843",衛您健康醫療保險計劃,14,Male
28,"1,881",衛您健康醫療保險計劃,14,Male
29,"1,915",衛您健康醫療保險計劃,14,Male
30,"1,949",衛您健康醫療保險計劃,14,Male
31,"1,980",衛您健康醫療保險計劃,14,Male
32,"2,010",衛您健康醫療保險計劃,14,Male
33,"2,066",衛您健康醫療保險計劃,14,Male
34,"2,124",衛您健康醫療保險計劃,14,Male
35,"2,181",衛您健康醫療保險計劃,14,Male
36,"2,242",衛您健康醫療保險計劃,14,Male
37,"2,306",衛您健康醫療保險計劃,14,Male
38,"2,360",衛您健康醫療保險計劃,14,Male
39,"2,420",衛您健康醫療保險計劃,14,Male
40,"2,483",衛您健康醫療保險計劃,14,Male
41,"2,556",衛您健康醫療保險計劃,14,Male
42,"2,633",衛您健康醫療保險計劃,14,Male
43,"2,733",衛您健康醫療保險計劃,14,Male
44,"2,844",衛您健康醫療保險計劃,14,Male
45,"2,963",衛您健康醫療保險計劃,14,Male
46,"3,099",衛您健康醫療保險計劃,14,Male
47,"3,249",衛您健康醫療保險計劃,14,Male
48,"3,397",衛您健康醫療保險計劃,14,Male
49,"3,560",衛您健康醫療保險計劃,14,Male
50,"3,739",衛您健康醫療保險計劃,14,Male
51,"3,931",衛您健康醫療保險計劃,14,Male
52,"4,138",衛您健康醫療保險計劃,14,Male
53,"4,386",衛您健康醫療保險計劃,14,Male
54,"4,651",衛您健康醫療保險計劃,14,Male
55,"4,929",衛您健康醫療保險計劃,14,Male
56,"5,248",衛您健康醫療保險計劃,14,Male
57,"5,654",衛您健康醫療保險計劃,14,Male
58,"5,824",衛您健康醫療保險計劃,14,Male
59,"6,074",衛您健康醫療保險計劃,14,Male
60,"6,334",衛您健康醫療保險計劃,14,Male
61,"6,602",衛您健康醫療保險計劃,14,Male
62,"6,876",衛您健康醫療保險計劃,14,Male
63,"7,264",衛您健康醫療保險計劃,14,Male
64,"7,652",衛您健康醫療保險計劃,14,Male
65,"8,038",衛您健康醫療保險計劃,14,Male
66,"8,415",衛您健康醫療保險計劃,14,Male
67,"8,784",衛您健康醫療保險計劃,14,Male
68,"9,172",衛您健康醫療保險計劃,14,Male
69,"9,560",衛您健康醫療保險計劃,14,Male
70,"9,991",衛您健康醫療保險計劃,14,Male
71,"10,422",衛您健康醫療保險計劃,14,Male
72,"10,852",衛您健康醫療保險計劃,14,Male
73,"11,230",衛您健康醫療保險計劃,14,Male
74,"11,635",衛您健康醫療保險計劃,14,Male
75,"12,056",衛您健康醫療保險計劃,14,Male
76,"12,486",衛您健康醫療保險計劃,14,Male
77,"12,944",衛您健康醫療保險計劃,14,Male
78,"13,413",衛您健康醫療保險計劃,14,Male
79,"13,881",衛您健康醫療保險計劃,14,Male
80,"14,363",衛您健康醫療保險計劃,14,Male
81,"14,893",衛您健康醫療保險計劃,14,Male
82,"15,435",衛您健康醫療保險計劃,14,Male
83,"15,859",衛您健康醫療保險計劃,14,Male
84,"16,236",衛您健康醫療保險計劃,14,Male
85,"16,566",衛您健康醫療保險計劃,14,Male
86,"16,717",衛您健康醫療保險計劃,14,Male
87,"16,832",衛您健康醫療保險計劃,14,Male
88,"17,074",衛您健康醫療保險計劃,14,Male
89,"17,314",衛您健康醫療保險計劃,14,Male
90,"17,552",衛您健康醫療保險計劃,14,Male
91,"17,783",衛您健康醫療保險計劃,14,Male
92,"18,012",衛您健康醫療保險計劃,14,Male
93,"18,290",衛您健康醫療保險計劃,14,Male
94,"18,542",衛您健康醫療保險計劃,14,Male
95,"18,770",衛您健康醫療保險計劃,14,Male
96,"18,966",衛您健康醫療保險計劃,14,Male
97,"19,126",衛您健康醫療保險計劃,14,Male
98,"19,300",衛您健康醫療保險計劃,14,Male
99,"19,370",衛您健康醫療保險計劃,14,Male
1,"4,256",太平自願醫療標準保險計劃,15,Male
2,"4,080",太平自願醫療標準保險計劃,15,Male
3,"3,545",太平自願醫療標準保險計劃,15,Male
4,"3,317",太平自願醫療標準保險計劃,15,Male
5,"3,001",太平自願醫療標準保險計劃,15,Male
6,"2,680",太平自願醫療標準保險計劃,15,Male
7,"2,376",太平自願醫療標準保險計劃,15,Male
8,"2,303",太平自願醫療標準保險計劃,15,Male
9,"2,137",太平自願醫療標準保險計劃,15,Male
10,"1,968",太平自願醫療標準保險計劃,15,Male
11,"1,925",太平自願醫療標準保險計劃,15,Male
12,"1,854",太平自願醫療標準保險計劃,15,Male
13,"1,824",太平自願醫療標準保險計劃,15,Male
14,"1,800",太平自願醫療標準保險計劃,15,Male
15,"1,815",太平自願醫療標準保險計劃,15,Male
16,"1,870",太平自願醫療標準保險計劃,15,Male
17,"1,949",太平自願醫療標準保險計劃,15,Male
18,"1,981",太平自願醫療標準保險計劃,15,Male
19,"2,012",太平自願醫療標準保險計劃,15,Male
20,"2,042",太平自願醫療標準保險計劃,15,Male
21,"2,149",太平自願醫療標準保險計劃,15,Male
22,"2,210",太平自願醫療標準保險計劃,15,Male
23,"2,297",太平自願醫療標準保險計劃,15,Male
24,"2,418",太平自願醫療標準保險計劃,15,Male
26,"2,504",太平自願醫療標準保險計劃,15,Male
27,"2,543",太平自願醫療標準保險計劃,15,Male
28,"2,585",太平自願醫療標準保險計劃,15,Male
29,"2,624",太平自願醫療標準保險計劃,15,Male
30,"2,666",太平自願醫療標準保險計劃,15,Male
31,"2,754",太平自願醫療標準保險計劃,15,Male
32,"2,850",太平自願醫療標準保險計劃,15,Male
33,"2,950",太平自願醫療標準保險計劃,15,Male
34,"3,051",太平自願醫療標準保險計劃,15,Male
35,"3,160",太平自願醫療標準保險計劃,15,Male
36,"3,269",太平自願醫療標準保險計劃,15,Male
37,"3,382",太平自願醫療標準保險計劃,15,Male
38,"3,500",太平自願醫療標準保險計劃,15,Male
39,"3,614",太平自願醫療標準保險計劃,15,Male
40,"3,725",太平自願醫療標準保險計劃,15,Male
41,"4,047",太平自願醫療標準保險計劃,15,Male
42,"4,165",太平自願醫療標準保險計劃,15,Male
43,"4,341",太平自願醫療標準保險計劃,15,Male
44,"4,480",太平自願醫療標準保險計劃,15,Male
45,"4,630",太平自願醫療標準保險計劃,15,Male
46,"4,789",太平自願醫療標準保險計劃,15,Male
47,"5,069",太平自願醫療標準保險計劃,15,Male
48,"5,264",太平自願醫療標準保險計劃,15,Male
49,"5,465",太平自願醫療標準保險計劃,15,Male
50,"5,788",太平自願醫療標準保險計劃,15,Male
52,"6,554",太平自願醫療標準保險計劃,15,Male
53,"6,890",太平自願醫療標準保險計劃,15,Male
54,"7,244",太平自願醫療標準保險計劃,15,Male
55,"7,618",太平自願醫療標準保險計劃,15,Male
56,"8,008",太平自願醫療標準保險計劃,15,Male
57,"8,573",太平自願醫療標準保險計劃,15,Male
58,"9,192",太平自願醫療標準保險計劃,15,Male
59,"9,830",太平自願醫療標準保險計劃,15,Male
60,"10,489",太平自願醫療標準保險計劃,15,Male
61,"11,088",太平自願醫療標準保險計劃,15,Male
62,"11,633",太平自願醫療標準保險計劃,15,Male
63,"11,948",太平自願醫療標準保險計劃,15,Male
64,"12,208",太平自願醫療標準保險計劃,15,Male
65,"12,735",太平自願醫療標準保險計劃,15,Male
66,"13,280",太平自願醫療標準保險計劃,15,Male
67,"13,847",太平自願醫療標準保險計劃,15,Male
68,"14,445",太平自願醫療標準保險計劃,15,Male
69,"15,068",太平自願醫療標準保險計劃,15,Male
70,"15,710",太平自願醫療標準保險計劃,15,Male
71,"16,320",太平自願醫療標準保險計劃,15,Male
72,"16,952",太平自願醫療標準保險計劃,15,Male
73,"17,606",太平自願醫療標準保險計劃,15,Male
74,"18,283",太平自願醫療標準保險計劃,15,Male
75,"18,826",太平自願醫療標準保險計劃,15,Male
76,"19,382",太平自願醫療標準保險計劃,15,Male
77,"19,952",太平自願醫療標準保險計劃,15,Male
78,"20,535",太平自願醫療標準保險計劃,15,Male
79,"21,130",太平自願醫療標準保險計劃,15,Male
80,"21,741",太平自願醫療標準保險計劃,15,Male
81,"22,520",太平自願醫療標準保險計劃,15,Male
82,"23,328",太平自願醫療標準保險計劃,15,Male
83,"24,102",太平自願醫療標準保險計劃,15,Male
84,"24,907",太平自願醫療標準保險計劃,15,Male
85,"25,368",太平自願醫療標準保險計劃,15,Male
86,"25,839",太平自願醫療標準保險計劃,15,Male
87,"26,321",太平自願醫療標準保險計劃,15,Male
88,"26,823",太平自願醫療標準保險計劃,15,Male
89,"27,333",太平自願醫療標準保險計劃,15,Male
90,"27,857",太平自願醫療標準保險計劃,15,Male
91,"28,394",太平自願醫療標準保險計劃,15,Male
92,"28,944",太平自願醫療標準保險計劃,15,Male
93,"29,515",太平自願醫療標準保險計劃,15,Male
94,"30,103",太平自願醫療標準保險計劃,15,Male
95,"30,704",太平自願醫療標準保險計劃,15,Male
96,"31,322",太平自願醫療標準保險計劃,15,Male
97,"31,954",太平自願醫療標準保險計劃,15,Male
98,"32,602",太平自願醫療標準保險計劃,15,Male
99,"33,272",太平自願醫療標準保險計劃,15,Male
0,"4,311",太平自願醫療標準保險計劃,15,Male
1,"3,925.38",太平人壽自願醫保標準計劃,16,Male
2,"3,432.69",太平人壽自願醫保標準計劃,16,Male
3,"2,975.54",太平人壽自願醫保標準計劃,16,Male
4,"2,838.23",太平人壽自願醫保標準計劃,16,Male
5,"2,568.46",太平人壽自願醫保標準計劃,16,Male
6,"2,353.62",太平人壽自願醫保標準計劃,16,Male
7,"2,187.23",太平人壽自願醫保標準計劃,16,Male
8,"2,067.69",太平人壽自願醫保標準計劃,16,Male
9,"1,902.92",太平人壽自願醫保標準計劃,16,Male
10,"1,786.62",太平人壽自願醫保標準計劃,16,Male
11,"1,709.08",太平人壽自願醫保標準計劃,16,Male
12,"1,665.46",太平人壽自願醫保標準計劃,16,Male
13,"1,641.23",太平人壽自願醫保標準計劃,16,Male
14,"1,642.85",太平人壽自願醫保標準計劃,16,Male
15,"1,662.23",太平人壽自願醫保標準計劃,16,Male
16,"1,701.00",太平人壽自願醫保標準計劃,16,Male
17,"1,712.31",太平人壽自願醫保標準計劃,16,Male
18,"1,736.54",太平人壽自願醫保標準計劃,16,Male
19,"1,760.77",太平人壽自願醫保標準計劃,16,Male
20,"1,789.85",太平人壽自願醫保標準計劃,16,Male
21,"1,812.46",太平人壽自願醫保標準計劃,16,Male
22,"1,838.31",太平人壽自願醫保標準計劃,16,Male
23,"1,880.31",太平人壽自願醫保標準計劃,16,Male
24,"1,922.31",太平人壽自願醫保標準計劃,16,Male
25,"2,012.77",太平人壽自願醫保標準計劃,16,Male
26,"2,098.38",太平人壽自願醫保標準計劃,16,Male
27,"2,185.62",太平人壽自願醫保標準計劃,16,Male
28,"2,217.92",太平人壽自願醫保標準計劃,16,Male
29,"2,247.00",太平人壽自願醫保標準計劃,16,Male
30,"2,274.46",太平人壽自願醫保標準計劃,16,Male
31,"2,526.46",太平人壽自願醫保標準計劃,16,Male
32,"2,574.92",太平人壽自願醫保標準計劃,16,Male
33,"2,657.31",太平人壽自願醫保標準計劃,16,Male
34,"2,744.54",太平人壽自願醫保標準計劃,16,Male
35,"2,828.54",太平人壽自願醫保標準計劃,16,Male
36,"2,920.62",太平人壽自願醫保標準計劃,16,Male
37,"3,015.92",太平人壽自願醫保標準計劃,16,Male
